full_text,username,label,original_text,processed_text,sentiment,confidence
@CalltoActivism THE false prophet Trump has his own fake two dollar Bill,MarkMassaro15,,@CalltoActivism THE false prophet Trump has his own fake two dollar Bill,fals prophet trump fake two dollar bill,Negative,0.9954530000686646
@ElijahSchaffer Johnson is probably rolling on his belly promising Trump that he will play ball. Johnson is just another traitor in waiting that'll find any excuse to side with the liberals to betray maga.,Father_Speaking,,@ElijahSchaffer Johnson is probably rolling on his belly promising Trump that he will play ball. Johnson is just another traitor in waiting that'll find any excuse to side with the liberals to betray maga.,johnson probabl roll belli promis trump play ball johnson anoth traitor wait thatll find excus side liber betray maga,Negative,0.9944700002670288
@don_winstel @DerrickEvans4WV Trump endorsed Johnson yesterday.,Jenny_IDLYITW,,@don_winstel @DerrickEvans4WV Trump endorsed Johnson yesterday.,trump endors johnson yesterday,Positive,0.9945234060287476
@marvinmusk No not at all .Just don t any one including yourself weaken your relationship with Trump .You will need to walk quiet and carry a big stick,Sa44094Saleem,,@marvinmusk No not at all .Just don t any one including yourself weaken your relationship with Trump .You will need to walk quiet and carry a big stick,one includ weaken relationship trump need walk quiet carri big stick,Negative,0.9701655507087708
@MikeLevin Congressman Mike sir don't let them Trump-proof California. That is the most ridiculous thing. We want Donald Trump's policies here. Don't get in his way.,realBrianKorn,,@MikeLevin Congressman Mike sir don't let them Trump-proof California. That is the most ridiculous thing. We want Donald Trump's policies here. Don't get in his way.,congressman mike sir dont let trumpproof california ridicul thing want donald trump polici dont get way,Negative,0.9681434631347656
@DisavowTrump20 RFK would be more aligned with Pres. Trump than modern day Dems.,MCYRider,,@DisavowTrump20 RFK would be more aligned with Pres. Trump than modern day Dems.,rfk would align pre trump modern day dem,Neutral,0.6080936193466187
@RobertGauss5 @Scaramucci Elonia wants to get his greedy little hands on the SS trust fund.,mgn53,,@RobertGauss5 @Scaramucci Elonia wants to get his greedy little hands on the SS trust fund.,elonia want get greedi littl hand ss trust fund,Negative,0.99649977684021
Trump ally Laura Loomer on Musk: 'Nobody wants to cross this guy'- It sounds like people are scared of crossing the king the king of the world Elon Musk the monarch Loomer told longtime conservative broadcaster &amp,,,Trump ally Laura Loomer on Musk: 'Nobody wants to cross this guy'- It sounds like people are scared of crossing the king the king of the world Elon Musk the monarch Loomer told longtime conservative broadcaster &amp,trump alli laura loomer musk nobodi want cross guy sound like peopl scare cross king king world elon musk monarch loomer told longtim conserv broadcast amp,Negative,0.995058536529541
Folks who told me Trump and Reform would fail Starmer was good for the UK( not the most unpopular PM ever) that Europe wasn't shifting to the right and the EU wasn't in decline. You listened to your msm church and were fooled like you were over Net Zero. HNY.,Marc_Jardiner,,Folks who told me Trump and Reform would fail Starmer was good for the UK( not the most unpopular PM ever) that Europe wasn't shifting to the right and the EU wasn't in decline. You listened to your msm church and were fooled like you were over Net Zero. HNY.,folk told trump reform would fail starmer good uk unpopular pm ever europ wasnt shift right eu wasnt declin listen msm church fool like net zero hni,Negative,0.9993593096733093
@boston25 That's Trump's payback,BATCOPvsGOTHAM,,@boston25 That's Trump's payback,that trump payback,Positive,0.9801225066184998
Start showing the Public who the Rinos are that wont cut the budget and not supporting the Trump agenda . No more pet Pork in any State . No Dept of Education . No EPA or EPA Mandates No Green BS .,OrionGarrett,,Start showing the Public who the Rinos are that wont cut the budget and not supporting the Trump agenda . No more pet Pork in any State . No Dept of Education . No EPA or EPA Mandates No Green BS .,start show public rino wont cut budget support trump agenda pet pork state dept educ epa epa mandat green bs,Negative,0.9406663775444031
@thelastmesssiah @clashreport Straight up pimp gamgsta. Thanks for the compliment,SalsaTrump,,@thelastmesssiah @clashreport Straight up pimp gamgsta. Thanks for the compliment,straight pimp gamgsta thank compliment,Positive,0.9986050724983215
Stacey Abrams says Trump re-election was not a 'seismic shift' or 'landslide' https://t.co/LX2oj9o354,mike54371842,,Stacey Abrams says Trump re-election was not a 'seismic shift' or 'landslide' https://t.co/LX2oj9o354,stacey abram say trump reelect seismic shift landslid,Negative,0.9930652379989624
@LynnHall268 @rickr1634 Following,Gimpa4Trump,,@LynnHall268 @rickr1634 Following,follow,Positive,0.9954183101654053
@YouTube knowing Trump is coming in i'd rather be aware of all situations with plenty of sleep than misinformed and delirious.,phoozball,,@YouTube knowing Trump is coming in i'd rather be aware of all situations with plenty of sleep than misinformed and delirious.,know trump come id rather awar situat plenti sleep misinform deliri,Negative,0.9986322522163391
@MAGAVoice @daisy_rob01 The house members on my opinion are nothing more than lip service to the American 🇺🇸 people. Hope their tone will change when President Trump takes office ️🇺🇸.,AlaNifo,,@MAGAVoice @daisy_rob01 The house members on my opinion are nothing more than lip service to the American 🇺🇸 people. Hope their tone will change when President Trump takes office ️🇺🇸.,hous member opinion noth lip servic american peopl hope tone chang presid trump take offic,Negative,0.9935744404792786
@elonmusk Trump never stops whining about others and never misses a chance to toot his own horn. It s gets fatiguing.,SLB4618,,@elonmusk Trump never stops whining about others and never misses a chance to toot his own horn. It s gets fatiguing.,trump never stop whine other never miss chanc toot horn get fatigu,Positive,0.9923843741416931
@Liberty_Memes I'm a loser,twin0830us,,@Liberty_Memes I'm a loser,im loser,Negative,0.9994791150093079
BREAKING: Trump endorsed Speaker Mike Johnson plans to make sure the next election will REQUIRE PROOF of U.S. Citizenship to vote! It's about time. https://t.co/bfasWD8hMl,RonTit4tat3,,BREAKING: Trump endorsed Speaker Mike Johnson plans to make sure the next election will REQUIRE PROOF of U.S. Citizenship to vote! It's about time. https://t.co/bfasWD8hMl,break trump endors speaker mike johnson plan make sure next elect requir proof us citizenship vote time,Negative,0.8618534207344055
@catturd2 I'm Sick of these evil demons! ,TrumpPatriotUS1,,@catturd2 I'm Sick of these evil demons! ,im sick evil demon,Negative,0.9980036616325378
@Azazel042022 @cenkuygur I've said this about trump I will be intellectually honest here this means nothing. Presidents and 1st ladies and popular people take pics with other popular people. At the time of these photos it was nothing. Dear lord Rosalynn d,chuckdawg95,,@Azazel042022 @cenkuygur I've said this about trump I will be intellectually honest here this means nothing. Presidents and 1st ladies and popular people take pics with other popular people. At the time of these photos it was nothing. Dear lord Rosalynn d,ive said trump intellectu honest mean noth presid 1st ladi popular peopl take pic popular peopl time photo noth dear lord rosalynn,Negative,0.9510554671287537
I'm starting to think last week s H1B psyop didn t come from the left like some have suggested but from within the GOP. Just think about it... Who stands to benefit the most from a Trump/Elon fallout especially after the pork-filled CR bill was dramatically crushed by the,HANKonX,,I'm starting to think last week s H1B psyop didn t come from the left like some have suggested but from within the GOP. Just think about it... Who stands to benefit the most from a Trump/Elon fallout especially after the pork-filled CR bill was dramatically crushed by the,im start think last week h1b psyop come left like suggest within gop think stand benefit trumpelon fallout especi porkfil cr bill dramat crush,Negative,0.9965950846672058
@nicksortor Getting crazy at the border needs a quick fix solution. Tren de Aragua gang members are rushing the Texas border and attacking Border Patrol agents with knives tire irons and broken bottles before Trump takes office . According to The New York,TheRealGRoberts,,@nicksortor Getting crazy at the border needs a quick fix solution. Tren de Aragua gang members are rushing the Texas border and attacking Border Patrol agents with knives tire irons and broken bottles before Trump takes office . According to The New York,get crazi border need quick fix solut tren de aragua gang member rush texa border attack border patrol agent knive tire iron broken bottl trump take offic accord new york,Negative,0.9980304837226868
Trump ran on the debt the US is in but apparently we can afford to take over and run the Panama Canal we can afford to buy Greenland and take over Canada. I don't want to hear from @HouseGOP nor @SenateGOP about government spending out of control ever!!,JackieHunt812,,Trump ran on the debt the US is in but apparently we can afford to take over and run the Panama Canal we can afford to buy Greenland and take over Canada. I don't want to hear from @HouseGOP nor @SenateGOP about government spending out of control ever!!,trump ran debt us appar afford take run panama canal afford buy greenland take canada dont want hear govern spend control ever,Negative,0.9835665822029114
Simple IQ question. Yes there s a right answer. Who will be remembered by history as a more consequential figure: Trump or Musk? @MikeRathbone86 @districtai @jmcarpenter_,prometheus233,,Simple IQ question. Yes there s a right answer. Who will be remembered by history as a more consequential figure: Trump or Musk? @MikeRathbone86 @districtai @jmcarpenter_,simpl iq question ye right answer rememb histori consequenti figur trump musk,Negative,0.99125075340271
@Resisting313392 Never have and Never will vote for Mr Trump,syloliver,,@Resisting313392 Never have and Never will vote for Mr Trump,never never vote mr trump,Negative,0.9366946220397949
@trumprealparody yes--I remind everyone how right President Trump has been!,JennieM84898563,,@trumprealparody yes--I remind everyone how right President Trump has been!,yesi remind everyon right presid trump,Positive,0.9976359605789185
